You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near 'Armor'' at line 1
error at Influenza A virus (A/swine/Cotes d'Armor/0184/2006(H1N1)),France,14446
You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near 'Armor'' at line 1
error at Influenza A virus (A/swine/Cotes d'Armor/0190/2006(H1N1)),France,14447
You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near 'Armor'' at line 1
error at Influenza A virus (A/swine/Cotes d'Armor/0223/2006(H1N1)),France,14448
You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near 'Armor'' at line 1
error at Influenza A virus (A/swine/Cotes d'Armor/0227/2005(H1N1)),France,14449
You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near 'Armor'' at line 1
error at Influenza A virus (A/swine/Cotes d'Armor/0231/2006(H1N1)),France,14450
You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near 'Armor'' at line 1
error at Influenza A virus (A/swine/Cotes d'Armor/0250/2006(H1N1)),France,14451
You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near 'Armor'' at line 1
error at Influenza A virus (A/swine/Cotes d'Armor/1121/2000(H1N1)),France,14452
You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near 'Armor'' at line 1
error at Influenza A virus (A/swine/Cotes d'Armor/1455/1999(H1N1)),France,14453
You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near 'Armor'' at line 1
error at Influenza A virus (A/swine/Cotes d'Armor/1482/1999(H1N1)),France,14454
You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near 'Armor'' at line 1
error at Influenza A virus (A/swine/Cotes d'Armor/1488/1999(H1N1)),France,14455
You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near 'Armor'' at line 1
error at Influenza A virus (A/swine/Cotes d'Armor/1515/1999(H1N1)),France,14456
You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near 'Armor'' at line 1
error at Influenza A virus (A/swine/Cotes d'Armor/60293/2001(H1N1)),France,14457
You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near 'Armor'' at line 1
error at Influenza A virus (A/swine/Cotes d'Armor/736/2001(H1N1)),France,14458
You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near 'Armor'' at line 1
error at Influenza A virus (A/swine/Cotes d'Armor/918/2000(H1N1)),France,14459
You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near 'Armor'' at line 1
error at Influenza A virus (A/swine/Cotes d'Armor/98574/2001(H1N1)),France,14460
You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near 'Armor'' at line 1
added Netherlands\Dongen at 51.62667,4.93889 for isolate 14462
added Germany\Ennigerloh at 51.83333,8.01667 for isolate 14479
added France\Finistere at 48.33333,-4.0 for isolate 14480
added Germany\Geldern at 51.51667,6.33333 for isolate 14498
added Belgium\Gent at 51.05,3.71667 for isolate 14499
added Indonesia\Gianyar-Indonesia at -8.4783,115.2862 for isolate 14513
added Germany\Greven at 52.09364,7.59396 for isolate 14514
added Germany\Haseluenne at 52.66667,7.48333 for isolate 14537
added Germany\IDT at 51.93333,9.75 for isolate 14581
added France\Ille et Vilaine at 48.16667,-1.5 for isolate 14602
added Netherlands\Leende at 51.36404,5.5587 for isolate 14792
added Sweden\Lidkoeping at 58.50517,13.15765 for isolate 14798
added France\Loire Atlantique at 47.25,-1.83333 for isolate 14799
added France\Lot at 44.4,0.71667 for isolate 14800
added France\Morbihan at 47.91667,-2.83333 for isolate 14868
added Netherlands\Nederweert at 51.28583,5.74861 for isolate 14878
added Indonesia\North Sumatra at 2.96667,99.8 for isolate 14939
added Taiwan\Pingtung at 22.49555,120.61444 for isolate 14966
added Germany\Potsdam at 52.39886,13.06566 for isolate 14969
added Thailand\Ratchaburi at 13.52825,99.8123 for isolate 14977
added Germany\Schwerin at 53.62937,11.41316 for isolate 14982
added Sweden\Skane at 55.98333,13.5 for isolate 15002
added Netherlands\Someren at 51.385,5.71111 for isolate 15003
added Canada\St-Hyacinthe at 45.63337,-72.89913 for isolate 15012
added Indonesia\Tabanan-Indonesia at -8.5,115.16667 for isolate 15016
added Taiwan\Taichung at 24.1469,120.6839 for isolate 15017
added China\Tianjin at 39.14222,117.17667 for isolate 15081
added Japan\Toyama at 36.69528,137.21139 for isolate 15082
added India\UP-India at 18.50647,73.78399 for isolate 15083
added Germany\Vechta at 52.71667,8.28333 for isolate 15086
added Germany\Voglarn at 48.38333,13.01667 for isolate 15087
added Germany\Wedel at 53.58333,9.71667 for isolate 15088
added Germany\Wohlerst at 53.41667,9.4 for isolate 15111
added Thailand\Rachaburi at 13.53038,99.82386 for isolate 15137
added United Kingdom\turkey at 55.56667,-5.56667 for isolate 15184
added Germany\turkey at 53.7,7.88333 for isolate 15193
added Pakistan\turkey at 32.48645,72.32593 for isolate 15198
added Indonesia\Kedaton at -7.1701,112.633 for isolate 15281
added Canada\turkey at 47.05007,-84.41663 for isolate 15294
added Saudi Arabia\turkey at 26.73333,41.35 for isolate 15301
added Russia\turkey at 51.9894,43.2723 for isolate 15302
added Turkey\turkey at 39.0,35.0 for isolate 15304
added Thailand\Prachinburi (Thailand) at 13.9,101.16667 for isolate 15317
added Romania\Olt at 44.33333,24.5 for isolate 15381
error at Influenza A virus (St Jude H5N1 influenza seed virus 163222),China,15387
can't convert nil into String
error at Influenza A virus (St Jude H5N1 influenza seed virus 163243),Mongolia,15388
can't convert nil into String
